"","ID","Name","Age","Boarded","Position","Lifeboat","Body","Sex","Class","Group","Survived","Adult","cClass0","cClass1","cClass2","cClass3","cSex","cSurvived","cAdult"
"1032",1032,"Moor, Mrs. Beila",29,"S","3classPass","14","0","f",3,"3class",1,"1",0,320,279,425,370,422,1976
"1033",1033,"Moor, Master Meier",7,"S","3classPass","14","0","m",3,"3class",1,"0",0,320,279,426,370,423,1977
"1034",1034,"Moore, Mr. Leonard Charles",19,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,427,370,423,1979
"1035",1035,"Moran, Miss Bertha Bridget",28,"Q","3classPass","16","0","f",3,"3class",1,"1",0,320,279,428,371,424,1981
"1036",1036,"Moran, Mr. Daniel James",27,"Q","3classPass","","0","m",3,"3class",0,"1",0,320,279,429,371,424,1983
"1037",1037,"Morley, Mr. William",34,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,430,371,424,1985
"1038",1038,"Morrow, Mr. Thomas Rowan",30,"Q","3classPass","","0","m",3,"3class",0,"1",0,320,279,431,371,424,1987
"1039",1039,"Moss, Mr. Albert Johan",29,"S","3classPass","B","0","m",3,"3class",1,"1",0,320,279,432,371,425,1989
"1040",1040,"Moussa, Mrs. Mantoura",35,"C","3classPass","C","0","f",3,"3class",1,"1",0,320,279,433,372,426,1991
"1041",1041,"Moutal, Mr. Rahamin Haim",28,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,434,372,426,1993
"1042",1042,"Mubarik, Mrs. Amanah Fa'ud (née Iskandar)",24,"C","3classPass","C","0","f",3,"3class",1,"1",0,320,279,435,373,427,1995
"1043",1043,"Mubarik, Master Gerios",7,"C","3classPass","C","0","m",3,"3class",1,"0",0,320,279,436,373,428,1996
"1044",1044,"Mubarik, Master Halim Gonios",4,"C","3classPass","C","0","m",3,"3class",1,"0",0,320,279,437,373,429,1997
"1045",1045,"Mullen, Miss Katherine ""Katie""",19,"Q","3classPass","16","0","f",3,"3class",1,"1",0,320,279,438,374,430,1999
"1046",1046,"Mulvihill, Miss Bridget Elizabeth ""Bertha""",25,"Q","3classPass","15","0","f",3,"3class",1,"1",0,320,279,439,375,431,2001
"1047",1047,"Murdlin, Mr. Joseph",22,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,440,375,431,2003
"1048",1048,"Murphy, Miss Catherine ""Kate""",18,"Q","3classPass","16","0","f",3,"3class",1,"1",0,320,279,441,376,432,2005
"1049",1049,"Murphy, Miss Margaret Jane ""Maggie/Mary""",25,"Q","3classPass","16","0","f",3,"3class",1,"1",0,320,279,442,377,433,2007
"1050",1050,"Murphy, Miss Nora",34,"Q","3classPass","16","0","f",3,"3class",1,"1",0,320,279,443,378,434,2009
"1051",1051,"Muslamani, Mrs. Fatimah",22,"C","3classPass","C","0","f",3,"3class",1,"1",0,320,279,444,379,435,2011
"1052",1052,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,445,379,435,2013
"1053",1053,"Nackid, Mr. Sahid",20,"C","3classPass","C","0","m",3,"3class",1,"1",0,320,279,446,379,436,2015
"1054",1054,"Nackid, Miss Waika ""Mary"" (née Mowad)",19,"C","3classPass","C","0","f",3,"3class",1,"1",0,320,279,447,380,437,2017
"1055",1055,"Nackid, Miss Maria",1,"C","3classPass","C","0","f",3,"3class",1,"0",0,320,279,448,381,438,2018
"1056",1056,"Naidenoff, Mr. Penko",22,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,449,381,438,2020
"1057",1057,"Nakli-Khoury, Mr. Toufik",17,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,450,381,438,2022
"1058",1058,"Nancarrow, Mr. William Henry",33,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,451,381,438,2024
"1059",1059,"Nankoff, Mr. Minko",32,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,452,381,438,2026
"1060",1060,"Nasr Alma, Mr. Mustafa",20,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,453,381,438,2028
"1061",1061,"Nassr Rizq, Mr. Saade",20,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,454,381,438,2030
"1062",1062,"Naughton, Miss Hannah",21,"Q","3classPass","","0","f",3,"3class",0,"1",0,320,279,455,382,438,2032
"1063",1063,"Nenkoff, Mr. Christo",22,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,456,382,438,2034
"1064",1064,"Nieminen, Miss Manta Josefiina",29,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,457,383,438,2036
"1065",1065,"Niklasson, Mr. Samuel",28,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,458,383,438,2038
"1066",1066,"Nilsson, Mr. August Ferdinand",21,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,459,383,438,2040
"1067",1067,"Nilsson, Miss Berta Olivia",18,"S","3classPass","D","0","f",3,"3class",1,"1",0,320,279,460,384,439,2042
"1068",1068,"Nilsson, Miss Helmina Josefina",26,"S","3classPass","13","0","f",3,"3class",1,"1",0,320,279,461,385,440,2044
"1069",1069,"Niqula-Yarid, Miss Jamilah",14,"C","3classPass","C","0","f",3,"3class",1,"0",0,320,279,462,386,441,2045
"1070",1070,"Niqula-Yarid, Master Ilyas",12,"C","3classPass","C","0","m",3,"3class",1,"0",0,320,279,463,386,442,2046
"1071",1071,"Nirva, Mr. Iisakki Antino Äijö",41,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,464,386,442,2048
"1072",1072,"Niskanen, Mr. Juha",39,"S","3classPass","9","0","m",3,"3class",1,"1",0,320,279,465,386,443,2050
"1073",1073,"Nofal, Mr. Mansur",20,"C","3classPass","","1","m",3,"3class",0,"1",0,320,279,466,386,443,2052
"1074",1074,"Nosworthy, Mr. Richard Cater",21,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,467,386,443,2054
"1075",1075,"Nysten, Miss Anna Sofia",22,"S","3classPass","13","0","f",3,"3class",1,"1",0,320,279,468,387,444,2056
"1076",1076,"Nysveen, Mr. Johan Hansen",61,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,469,387,444,2058
"1077",1077,"O'Brien, Mr. Thomas",27,"Q","3classPass","","0","m",3,"3class",0,"1",0,320,279,470,387,444,2060
"1078",1078,"O'Brien, Mrs. Johanna ""Hannah"" (née Godfrey)",26,"Q","3classPass","D","0","f",3,"3class",1,"1",0,320,279,471,388,445,2062
"1079",1079,"O'Brien, Mr. Timothy",21,"Q","3classPass","","0","m",3,"3class",0,"1",0,320,279,472,388,445,2064
"1080",1080,"O'Connell, Mr. Patrick Denis",17,"Q","3classPass","","0","m",3,"3class",0,"1",0,320,279,473,388,445,2066
"1081",1081,"O'Connor, Mr. Maurice",16,"Q","3classPass","","0","m",3,"3class",0,"1",0,320,279,474,388,445,2068
"1082",1082,"O'Connor, Mr. Patrick",23,"Q","3classPass","","0","m",3,"3class",0,"1",0,320,279,475,388,445,2070
"1083",1083,"O'Driscoll, Miss Bridget",24,"Q","3classPass","D","0","f",3,"3class",1,"1",0,320,279,476,389,446,2072
"1084",1084,"O'Dwyer, Miss Ellen ""Nellie""",25,"Q","3classPass","A","0","f",3,"3class",1,"1",0,320,279,477,390,447,2074
"1085",1085,"O'Keefe, Mr. Patrick",22,"Q","3classPass","B","0","m",3,"3class",1,"1",0,320,279,478,390,448,2076
"1086",1086,"O'Leary, Miss Hanora ""Nora""",16,"Q","3classPass","13","0","f",3,"3class",1,"1",0,320,279,479,391,449,2078
"1087",1087,"O'Sullivan, Miss Bridget Mary",21,"Q","3classPass","","0","f",3,"3class",0,"1",0,320,279,480,392,449,2080
"1088",1088,"Ödahl, Mr. Nils Martin",23,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,481,392,449,2082
"1089",1089,"Öhman, Miss Velin",22,"S","3classPass","C","0","f",3,"3class",1,"1",0,320,279,482,393,450,2084
"1090",1090,"Olsen, Mr. Henry Margido",28,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,483,393,450,2086
"1091",1091,"Olsen, Mr. Karl Siegwart Andreas",42,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,484,393,450,2088
"1092",1092,"Olsen, Master Arthur Carl",9,"S","3classPass","13","0","m",3,"3class",1,"0",0,320,279,485,393,451,2089
"1093",1093,"Olsen, Mr. Ole Martin",27,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,486,393,451,2091
"1094",1094,"Olsson, Miss Elina",31,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,487,394,451,2093
"1095",1095,"Olsson, Mr. Nils Johan Göransson",28,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,488,394,451,2095
"1096",1096,"Olsson, Mr. Oskar Wilhelm",32,"S","3classPass","A","0","m",3,"3class",1,"1",0,320,279,489,394,452,2097
"1097",1097,"Olsvingen, Mr. Thor Andersen",20,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,490,394,452,2099
"1098",1098,"Oreškovi?, Miss Jelka",23,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,491,395,452,2101
"1099",1099,"Oreškovi?, Mr. Luka",20,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,492,395,452,2103
"1100",1100,"Oreškovi?, Miss Marija",20,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,493,396,452,2105
"1101",1101,"Osén, Mr. Olaf Elon",16,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,494,396,452,2107
"1102",1102,"Pålsson, Mrs. Alma Cornelia (née Berglund)",29,"S","3classPass","","1","f",3,"3class",0,"1",0,320,279,495,397,452,2109
"1103",1103,"Pålsson, Miss Torborg Danira",8,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,496,398,452,2110
"1104",1104,"Pålsson, Master Paul Folke",6,"S","3classPass","","0","m",3,"3class",0,"0",0,320,279,497,398,452,2111
"1105",1105,"Pålsson, Miss Stina Viola",3,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,498,399,452,2112
"1106",1106,"Pålsson, Master Gösta Leonard",2,"S","3classPass","","0","m",3,"3class",0,"0",0,320,279,499,399,452,2113
"1107",1107,"Panula, Mrs. Maija Emelia Abrahamintytar (née Ketola-Ojala)",41,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,500,400,452,2115
"1108",1108,"Panula, Mr. Ernesti Arvid",16,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,501,400,452,2117
"1109",1109,"Panula, Mr. Jaakko Arnold",15,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,502,400,452,2119
"1110",1110,"Panula, Master Juha Niilo",7,"S","3classPass","","0","m",3,"3class",0,"0",0,320,279,503,400,452,2120
"1111",1111,"Panula, Master Urho Abraham",2,"S","3classPass","","0","m",3,"3class",0,"0",0,320,279,504,400,452,2121
"1112",1112,"Panula, Master Eino Viljami",1,"S","3classPass","","0","m",3,"3class",0,"0",0,320,279,505,400,452,2122
"1113",1113,"Paši?, Mr. Jakov",21,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,506,400,452,2124
"1114",1114,"Patchett, Mr. George",19,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,507,400,452,2126
"1115",1115,"Pavlovi?, Mr. Štefo",32,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,508,400,452,2128
"1116",1116,"Peacock, Mrs. Edith (née Nile)",26,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,509,401,452,2130
"1117",1117,"Peacock, Miss Treasteall",4,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,510,402,452,2131
"1119",1119,"Pearce, Mr. Ernest",32,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,511,402,452,2133
"1120",1120,"Pedersen, Mr. Olaf",28,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,512,402,452,2135
"1121",1121,"Peduzzi, Mr. Giuseppe",24,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,513,402,452,2137
"1122",1122,"Pekoniemi, Mr. Edvard Johannes",21,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,514,402,452,2139
"1123",1123,"Peltomäki, Mr. Nikolai Johannes",25,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,515,402,452,2141
"1124",1124,"Perkin, Mr. John Henry",22,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,516,402,452,2143
"1125",1125,"Persson, Mr. Ernst Ulrik",25,"S","3classPass","15","0","m",3,"3class",1,"1",0,320,279,517,402,453,2145
"1126",1126,"Peters, Miss Catherine ""Katie""",26,"Q","3classPass","","0","f",3,"3class",0,"1",0,320,279,518,403,453,2147
"1127",1127,"Petranec, Miss Matilda",28,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,519,404,453,2149
"1128",1128,"Petroff, Mr. Nadjalko",19,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,520,404,453,2151
"1129",1129,"Petroff, Mr. Pastcho",29,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,521,404,453,2153
"1130",1130,"Pettersson, Miss Ellen Natalia",18,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,522,405,453,2155
"1131",1131,"Pettersson, Mr. Johan Emil",25,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,523,405,453,2157
"1132",1132,"Pickard, Mr. Berk (Trembisky)",32,"S","3classPass","9","0","m",3,"3class",1,"1",0,320,279,524,405,454,2159
"1133",1133,"Plotcharsky, Mr. Vasil",27,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,525,405,454,2161
"1134",1134,"Pocrni?, Mr. Mate",17,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,526,405,454,2163
"1135",1135,"Pocrni?, Mr. Tome",24,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,527,405,454,2165
"1136",1136,"Pullner, Mr. Uscher",16,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,528,405,454,2167
"1137",1137,"Radeff, Mr. Alexander",27,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,529,405,454,2169
"1138",1138,"Rasmussen, Mrs. Lena Jakobsen (née Solvang)",62,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,530,406,454,2171
"1139",1139,"Razi, Mr. Raihed",30,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,531,406,454,2173
"1140",1140,"Reed, Mr. James George",19,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,532,406,454,2175
"1141",1141,"Reki?, Mr. Tido",38,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,533,406,454,2177
"1142",1142,"Reynolds, Mr. Harold J.",21,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,534,406,454,2179
"1143",1143,"Rice, Mrs. Margaret (née Norton)",39,"Q","3classPass","","1","f",3,"3class",0,"1",0,320,279,535,407,454,2181
"1144",1144,"Rice, Master Albert",10,"Q","3classPass","","0","m",3,"3class",0,"0",0,320,279,536,407,454,2182
"1145",1145,"Rice, Master George Hugh",8,"Q","3classPass","","0","m",3,"3class",0,"0",0,320,279,537,407,454,2183
"1146",1146,"Rice, Master Frederick Thomas ""Eric""",7,"Q","3classPass","","0","m",3,"3class",0,"0",0,320,279,538,407,454,2184
"1147",1147,"Rice, Master Arthur",4,"Q","3classPass","","0","m",3,"3class",0,"0",0,320,279,539,407,454,2185
"1148",1148,"Rice, Master Eugene Francis",2,"Q","3classPass","","0","m",3,"3class",0,"0",0,320,279,540,407,454,2186
"1149",1149,"Riihivuori, Miss Susanna Juhantytär ""Sanni""",22,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,541,408,454,2188
"1150",1150,"Rintamäki, Mr. Matti",35,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,542,408,454,2190
"1151",1151,"Riordan, Miss Hannah",18,"Q","3classPass","13","0","m",3,"3class",1,"1",0,320,279,543,408,455,2192
"1152",1152,"Risien, Mr. Samuel Beard",69,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,544,408,455,2194
"1153",1153,"Risien, Mrs. Emma Jane (née Lellyet)",58,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,545,409,455,2196
"1154",1154,"Robins, Mr. Alexander A.",50,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,546,409,455,2198
"1155",1155,"Robins, Mrs. Grace Charity (née Laury)",47,"S","3classPass","","1","f",3,"3class",0,"1",0,320,279,547,410,455,2200
"1156",1156,"Rogers, Mr. William John",29,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,548,410,455,2202
"1157",1157,"Rommetvedt, Mr. Knud Paust",49,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,549,410,455,2204
"1158",1158,"Rosblom, Mrs. Helena Wilhelmina",41,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,550,411,455,2206
"1159",1159,"Rosblom, Mr. Viktor Rickard",18,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,551,411,455,2208
"1160",1160,"Rosblom, Miss Salli Helena",2,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,552,412,455,2209
"1161",1161,"Roth, Miss Sarah A.",26,"S","3classPass","C","0","f",3,"3class",1,"1",0,320,279,553,413,456,2211
"1162",1162,"Rouse, Mr. Richard Henry",50,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,554,413,456,2213
"1163",1163,"Rush, Mr. Alfred George John",16,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,555,413,456,2215
"1164",1164,"Ryan, Mr. Edward",24,"Q","3classPass","14","0","m",3,"3class",1,"1",0,320,279,556,413,457,2217
"1165",1165,"Ryan, Mr. Patrick",29,"Q","3classPass","","0","m",3,"3class",0,"1",0,320,279,557,413,457,2219
"1166",1166,"Sæther, Mr. Simon Sivertsen",43,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,558,413,457,2221
"1167",1167,"Saad, Mr. Amin",30,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,559,413,457,2223
"1168",1168,"Saad, Mr. Khalil",25,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,560,413,457,2225
"1169",1169,"Sadlier, Mr. Matthew",20,"Q","3classPass","","0","m",3,"3class",0,"1",0,320,279,561,413,457,2227
"1170",1170,"Sadowitz, Mr. Harry",17,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,562,413,457,2229
"1171",1171,"Sage, Mr. John George",44,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,563,413,457,2231
"1172",1172,"Sage, Mrs. Annie Elizabeth (née Cazaly)",44,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,564,414,457,2233
"1173",1173,"Sage, Miss Stella Anne",20,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,565,415,457,2235
"1174",1174,"Sage, Mr. George John",19,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,566,415,457,2237
"1175",1175,"Sage, Mr. Douglas Bullen",18,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,567,415,457,2239
"1176",1176,"Sage, Mr. Frederick",16,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,568,415,457,2241
"1177",1177,"Sage, Miss Dorothy Florence ""Dolly""",14,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,569,416,457,2242
"1178",1178,"Sage, Master Anthony William ""Will""",13,"S","3classPass","","1","m",3,"3class",0,"0",0,320,279,570,416,457,2243
"1179",1179,"Sage, Miss Elizabeth Ada",10,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,571,417,457,2244
"1180",1180,"Sage, Miss Constance Gladys",7,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,572,418,457,2245
"1181",1181,"Sage, Master Thomas Henry",4,"S","3classPass","","0","m",3,"3class",0,"0",0,320,279,573,418,457,2246
"1182",1182,"Salander, Mr. Karl Johan",24,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,574,418,457,2248
"1183",1183,"Salkjelsvik, Miss Anna Kristine",21,"S","3classPass","C","0","m",3,"3class",1,"1",0,320,279,575,418,458,2250
"1184",1184,"Salonen, Mr. Johan Verner",39,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,576,418,458,2252
"1185",1185,"Sa'maan, Master Butrus",10,"C","3classPass","","0","m",3,"3class",0,"0",0,320,279,577,418,458,2253
"1186",1186,"Sa'maan, Mr. Hanna Ilyas",40,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,578,418,458,2255
"1187",1187,"Sa'maan, Mr. Ilyas",17,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,579,418,458,2257
"1188",1188,"Sa'maan, Mr. Youssef Omar ""Joseph""",16,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,580,418,458,2259
"1189",1189,"Sandström, Mrs. Agnes Charlotta (née Bengtsson)",24,"S","3classPass","13","0","f",3,"3class",1,"1",0,320,279,581,419,459,2261
"1190",1190,"Sandström, Miss Marguerite Rut",4,"S","3classPass","13","0","f",3,"3class",1,"0",0,320,279,582,420,460,2262
"1191",1191,"Sandström, Miss Beatrice Irene",1,"S","3classPass","13","0","f",3,"3class",1,"0",0,320,279,583,421,461,2263
"1192",1192,"Sap, Mr. Julius (Jules)",21,"S","3classPass","11","0","m",3,"3class",1,"1",0,320,279,584,421,462,2265
"1193",1193,"Saundercock, Mr. William Henry",19,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,585,421,462,2267
"1194",1194,"Sawyer, Mr. Frederick Charles",33,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,586,421,462,2269
"1195",1195,"Scanlan, Mr. James",22,"Q","3classPass","","0","m",3,"3class",0,"1",0,320,279,587,421,462,2271
"1196",1196,"Scheerlinck, Mr. Jean Baptiste",29,"S","3classPass","11","0","m",3,"3class",1,"1",0,320,279,588,421,463,2273
"1197",1197,"Sdycoff, Mr. Theodor",42,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,589,421,463,2275
"1198",1198,"Shaughnessy, Mr. Patrick",24,"Q","3classPass","","0","m",3,"3class",0,"1",0,320,279,590,421,463,2277
"1199",1199,"Shawah, Mr. Yousseff Ibrahim",33,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,591,421,463,2279
"1200",1200,"Shadid, Mr. Dahir Abu",19,"C","3classPass","","1","m",3,"3class",0,"1",0,320,279,592,421,463,2281
"1201",1201,"Shellard, Mr. Frederick William Blainey",55,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,593,421,463,2283
"1202",1202,"Shihab, Mr. Amir Faris",25,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,594,421,463,2285
"1203",1203,"Shine, Miss Ellen Natalia",20,"Q","3classPass","B","0","f",3,"3class",1,"1",0,320,279,595,422,464,2287
"1204",1204,"Shorney, Mr. Charles Joseph",22,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,596,422,464,2289
"1205",1205,"Simmons, Mr. John",39,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,597,422,464,2291
"1206",1206,"Sirkanian, Mr. Arsun",22,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,598,422,464,2293
"1207",1207,"Sirota, Mr. Maurice",20,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,599,422,464,2295
"1208",1208,"Sivi?, Mr. Husein",40,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,600,422,464,2297
"1209",1209,"Sivola, Mr. Antti Vilhelmi",21,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,601,422,464,2299
"1210",1210,"Sjöblom, Miss Anna Sofiia",18,"S","3classPass","16","0","f",3,"3class",1,"1",0,320,279,602,423,465,2301
"1211",1211,"Skoog, Mr. Wilhelm Johansson",40,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,603,423,465,2303
"1212",1212,"Skoog, Mrs. Anna Bernhardina (née Karlsson)",43,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,604,424,465,2305
"1213",1213,"Skoog, Master Karl Thorsten",11,"S","3classPass","","0","m",3,"3class",0,"0",0,320,279,605,424,465,2306
"1214",1214,"Skoog, Miss Mabel",9,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,606,425,465,2307
"1215",1215,"Skoog, Master Harald",5,"S","3classPass","","0","m",3,"3class",0,"0",0,320,279,607,425,465,2308
"1216",1216,"Skoog, Miss Margit Elizabeth",2,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,608,426,465,2309
"1217",1217,"Slabenoff, Mr. Peko",42,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,609,426,465,2311
"1218",1218,"Slocovski, Mr. Selman Francis",20,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,610,426,465,2313
"1219",1219,"Smiljani?, Mr. Jakob Mile",37,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,611,426,465,2315
"1220",1220,"Smyth, Mr. Thomas",26,"Q","3classPass","","0","m",3,"3class",0,"1",0,320,279,612,426,465,2317
"1221",1221,"Smyth, Miss Julia",17,"Q","3classPass","13","0","f",3,"3class",1,"1",0,320,279,613,427,466,2319
"1222",1222,"Søholt, Mr. Peter Andreas Lauritz Andersen",19,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,614,427,466,2321
"1223",1223,"Somerton, Mr. Francis William",30,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,615,427,466,2323
"1224",1224,"Spector, Mr. Woolf",23,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,616,427,466,2325
"1225",1225,"Spinner, Mr. Henry John",32,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,617,427,466,2327
"1226",1226,"Staneff, Mr. Ivan",23,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,618,427,466,2329
"1227",1227,"Stankovi?, Mr. Ivan",33,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,619,427,466,2331
"1228",1228,"Stanley, Miss Amy Zillah Elsie",24,"S","3classPass","C","0","f",3,"3class",1,"1",0,320,279,620,428,467,2333
"1229",1229,"Stanley, Mr. Edward Rowland",21,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,621,428,467,2335
"1230",1230,"Storey, Mr. Thomas",51,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,622,428,467,2337
"1231",1231,"Stoytcheff, Mr. Ilia",19,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,623,428,467,2339
"1232",1232,"Strandberg, Miss Ida Sofia",22,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,624,429,467,2341
"1233",1233,"Strandén, Mr. Juho Niilonpoika",31,"S","3classPass","9","0","m",3,"3class",1,"1",0,320,279,625,429,468,2343
"1234",1234,"Strili?, Mr. Ivan",27,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,626,429,468,2345
"1235",1235,"Ström, Mrs. Elna Matilda (née Persson)",29,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,627,430,468,2347
"1236",1236,"Ström, Miss Thelma Matilda Wilhelmina",2,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,628,431,468,2348
"1237",1237,"Sunderland, Mr. Victor Francis",20,"S","3classPass","B","0","m",3,"3class",1,"1",0,320,279,629,431,469,2350
"1238",1238,"Sundman, Mr. Johan Julian",44,"S","3classPass","15","0","m",3,"3class",1,"1",0,320,279,630,431,470,2352
"1239",1239,"Sutehall Jr., Mr. Henry",25,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,631,431,470,2354
"1240",1240,"Svensson, Mr. Johan",74,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,632,431,470,2356
"1241",1241,"Svensson, Mr. Johan Cervin",14,"S","3classPass","13","0","m",3,"3class",1,"0",0,320,279,633,431,471,2357
